Date,investorStrategy,MoneyInvested,MoneyNotInvested,MoneyInvestedToday,PerInvestTomorrow,TotalPortfolioValue,rsi_w3,bb_w10_stdDev1.5,Open,Close,nDay
2022-12-26 09:30:00,ca,0.0,10000.0,0.0,0.05,10000.0,32.506701246121835,0.1365540372224131,3815.110107421875,3822.389892578125,0.0
2022-12-26 09:30:00,idle,0.0,10000.0,0.0,0.0,10000.0,32.506701246121835,0.1365540372224131,3815.110107421875,3822.389892578125,0.0
2022-12-26 09:30:00,random,0.0,10000.0,0.0,0.7705118360313377,10000.0,32.506701246121835,0.1365540372224131,3815.110107421875,3822.389892578125,0.0
2022-12-26 09:30:00,bah,0.0,10000.0,0.0,1.0,10000.0,32.506701246121835,0.1365540372224131,3815.110107421875,3822.389892578125,0.0
2022-12-26 09:30:00,rsi,0.0,10000.0,0.0,0.0,10000.0,32.506701246121835,0.1365540372224131,3815.110107421875,3822.389892578125,0.0
2022-12-26 09:30:00,bb,0.0,10000.0,0.0,0.0,10000.0,32.506701246121835,0.1365540372224131,3815.110107421875,3822.389892578125,0.0
2022-12-26 16:00:00,ca,500.0,9500.0,500.0,0.05,10000.0,32.506701246121835,0.1365540372224131,3815.110107421875,3822.389892578125,1.0
2022-12-26 16:00:00,idle,0.0,10000.0,0.0,0.0,10000.0,32.506701246121835,0.1365540372224131,3815.110107421875,3822.389892578125,1.0
2022-12-26 16:00:00,random,7705.118360313377,2294.881639686623,7705.118360313377,0.3209947003937177,10000.0,32.506701246121835,0.1365540372224131,3815.110107421875,3822.389892578125,1.0
2022-12-26 16:00:00,bah,10000.0,0.0,10000.0,1.0,10000.0,32.506701246121835,0.1365540372224131,3815.110107421875,3822.389892578125,1.0
2022-12-26 16:00:00,rsi,0.0,10000.0,0.0,0.0,10000.0,32.506701246121835,0.1365540372224131,3815.110107421875,3822.389892578125,1.0
2022-12-26 16:00:00,bb,0.0,10000.0,0.0,0.0,10000.0,32.506701246121835,0.1365540372224131,3815.110107421875,3822.389892578125,1.0
2022-12-27 09:30:00,ca,977.740457658856,9025.0,475.0,0.0526315789473684,10002.740457658856,45.88084663155387,0.2815129653778487,3843.340087890625,3844.820068359375,2.0
2022-12-27 09:30:00,idle,0.0,10000.0,0.0,0.0,10000.0,45.88084663155387,0.2815129653778487,3843.340087890625,3844.820068359375,2.0
2022-12-27 09:30:00,random,8483.994305929456,1558.236795316372,736.6448443702512,0.5673006486133667,10042.231101245829,45.88084663155387,0.2815129653778487,3843.340087890625,3844.820068359375,2.0
2022-12-27 09:30:00,bah,10054.809153177122,0.0,0.0,0.0,10054.809153177122,45.88084663155387,0.2815129653778487,3843.340087890625,3844.820068359375,2.0
2022-12-27 09:30:00,rsi,0.0,10000.0,0.0,0.0,10000.0,45.88084663155387,0.2815129653778487,3843.340087890625,3844.820068359375,2.0
2022-12-27 09:30:00,bb,0.0,10000.0,0.0,0.0,10000.0,45.88084663155387,0.2815129653778487,3843.340087890625,3844.820068359375,2.0
2022-12-27 16:00:00,ca,1458.0993703099853,8550.0,474.9999999999998,0.05555555555555556,10008.099370309985,45.88084663155387,0.2815129653778487,3843.340087890625,3844.820068359375,3.0
2022-12-27 16:00:00,idle,0.0,10000.0,0.0,0.0,10000.0,45.88084663155387,0.2815129653778487,3843.340087890625,3844.820068359375,3.0
2022-12-27 16:00:00,random,9414.4831049524,674.2480506401803,883.9887446761918,0.3681897621445387,10088.73115559258,45.88084663155387,0.2815129653778487,3843.340087890625,3844.820068359375,3.0
2022-12-27 16:00:00,bah,10109.918710681444,0.0,0.0,0.0,10109.918710681444,45.88084663155387,0.2815129653778487,3843.340087890625,3844.820068359375,3.0
2022-12-27 16:00:00,rsi,0.0,10000.0,0.0,0.0,10000.0,45.88084663155387,0.2815129653778487,3843.340087890625,3844.820068359375,3.0
2022-12-27 16:00:00,bb,0.0,10000.0,0.0,0.0,10000.0,45.88084663155387,0.2815129653778487,3843.340087890625,3844.820068359375,3.0
